Item,Sentence 
id_00006550,color is White Round neckline 100% modal
id_00006551,"color is Mustard Buttoned keyhole back, sleeveless Lightweight"
id_00006552,"color is Denim washed Five pocket construction, zip fly Woven"
id_00006553,"color is Black cream Lightweight knit 95% cotton, 5% spandex"
id_00006554,color is Cream black Lightweight 100% cotton
id_00006555,"color is Pink Shallow round neckline, partially lined Lightweight knit"
id_00006556,"color is Indigo Lightweight woven 78% cotton, 21% polyester, 1% spandex"
id_00006557,color is Burgundy Lightweight woven Unlined
id_00006558,"color is Grey pink Lightweight knit 57% cotton, 43% polyester"
id_00006559,"color is Light grey 100% modal 28"" full length, 32"" chest, 42"" waist, 7"" sleeve length"
id_00006560,"color is Ivory 18.5"" approx. length from waist to hem, 27"" waist Measured from Small"
id_00006561,color is Black Open knit 100% acrylic
id_00006562,color is Black gold Officially licensed product 100% polyester
id_00006563,"color is Black blush Unlined Lightweight, woven"
id_00006564,"color is Navy pink Unlined, woven 100% rayon"
id_00006565,"color is Red multi Unlined, woven Adjustable straps, elasticized back"
id_00006566,color is Ginger Lightweight knit Short sleeves
id_00006567,"color is Peach Five-pocket construction, button-fly closure Lightweight, woven"
id_00006568,"color is Black Woven, unlined Shell: 100% rayon; Lining: 100% polyester"
id_00006569,color is Black Heavyweight Knit lined
id_00006570,"color is Light grey Lightweight Shell 1: 96% rayon, 4% spandex; Shell 2: 97% rayon, 3% spandex"
id_00006571,"color is Light denim Unlined, woven 100% cotton"
id_00006572,"color is Olive 100% cotton 17.5"" full length, 40"" chest, 40"" waist, 7"" sleeve length"
id_00006573,color is Black Scoop neckline Lightweight
id_00006574,"color is Dark denim Five-pocket construction, zip fly 73% cotton, 14% rayon, 11% polyester, 2% spandex"
id_00006575,color is Black Knit Shell 1: 100% rayon; Shell 2: 100%; Embroidery: 100% cotton
id_00006576,"color is Indigo Lightweight, woven 62% cotton, 24% polyester, 13% rayon, 1% spandex"
id_00006577,color is Black Unlined Lightweight knit
id_00006578,"color is Navy cream Single snap-button closure, unlined Lightweight, woven"
id_00006579,color is White navy Lightweight Knit
id_00006580,"color is Cream blue Unlined, elasticized ankle cuffs Midweight, woven"
id_00006581,"color is Oatmeal 25"" approx. length from high point shoulder to hem, 28"" chest, 26"" waist Measured from Small"
id_00006582,"color is Khaki Woven, fully lined Jetted side pockets, buttoned front"
id_00006583,"color is Charcoal yellow Crew neck, curved hem Knit"
id_00006584,color is Black pink Elasticized waist Lightweight knit
id_00006585,color is Burgundy Knit Short sleeves
id_00006586,"color is Oatmeal Lightweight knit 60% cotton, 40% polyester"
id_00006587,color is Navy Unlined Lightweight
id_00006588,color is Blue cream Dolphin hem Knit
id_00006589,"color is Black cream Lightweight, woven Unlined"
id_00006590,"color is Khaki Unlined Lightweight, woven"
id_00006591,"color is Black cream Fully lined, woven Round neckline, adjustable straps"
id_00006592,"color is Burgundy Lightweight 60% cotton, 40% rayon"
id_00006593,color is Blush Fully lined Woven & knit
id_00006594,"color is Black blue Unlined, woven Slanted front pockets, elasticized ankles"
id_00006595,"color is Blue black Lightweight 50% polyester, 46% rayon, 4% spandex"
id_00006596,"color is Black white Mid-weight knit 63% polyester, 33% rayon, 4% spandex"
id_00006597,"color is Cream navy Lightweight, woven Unlined"
id_00006598,"color is Wine berry Woven, unlined Elasticized bustline"
id_00006599,"color is Black teal Unlined, woven 100% polyester"
id_00006600,color is Navy Lightweight knit Ribbed trim
id_00006601,"color is Yellow green Unlined Lightweight, woven"
id_00006602,"color is Tomato 20"" approx. length from high point shoulder to hem, 30"" chest, 28"" waist Measured from Small"
id_00006603,color is Black taupe Lightweight Partially lined
id_00006604,color is Light denim Zip fly Woven
id_00006605,"color is Red white Unlined Lightweight, woven"
id_00006606,"color is Blush Unlined Lightweight, woven"
id_00006607,"color is Olive 65% polyester, 35% cotton 21"" full length, 30"" chest, 30"" waist"
id_00006608,"color is Medium denim Five-pocket construction, zip fly Woven"
id_00006609,"color is Burgundy Partially lined, knit Short sleeves"
id_00006610,"color is Light denim Unlined, woven 100% cotton"
id_00006611,"color is Navy Fully lined, invisible back zipper Midweight, woven"
id_00006612,color is Grey navy Raw-cut hem Unlined
id_00006613,"color is Brick 17"" approx. length from high point shoulder to hem, 31"" chest, 26"" waist Measured from Small"
id_00006614,color is Taupe black Lightweight Knit
id_00006615,color is Black taupe Unlined Lightweight
id_00006616,"color is Red Lightweight, knit 61% cotton, 39% polyester"
id_00006617,color is Black Elasticized ankle cuffs Lightweight knit
id_00006618,color is Royal Unlined Lightweight
id_00006619,"color is Black white Partially lined, woven Zip fly, slanted front pockets"
id_00006620,"color is Champagne Midweight Partially lined, concealed back zipper"
id_00006621,"color is Blue Knit 60% cotton, 40% polyester"
id_00006622,"color is Beige multi Woven, unlined Exposed back zipper, adjustable straps"
id_00006623,"color is Ivory black Lightweight, woven Fully lined"
id_00006624,color is Blue aqua Unlined Woven
id_00006625,color is Blush Unlined Woven
id_00006626,"color is Heather grey Unlined 50% cotton, 50% modal"
id_00006627,"color is Denim Five-pocket construction, zip fly Woven"
id_00006628,color is White blue Crew neckline 100% cotton
id_00006629,color is Yellow black Lightweight Knit
id_00006630,color is Navy Fully lined Heavyweight
id_00006631,"color is Black multi Concealed side zipper 96% polyester, 4% spandex"
id_00006632,"color is Cream Lightweight, woven Unlined"
id_00006633,color is Grey white Vented sides 100% linen
id_00006634,"color is White pink Lightweight knit 60% cotton, 40% modal"
id_00006635,"color is Royal Ruched shoulders, fully lined Lightweight, woven"
id_00006636,color is Black white Fully lined Lightweight
id_00006637,"color is Beige black Unlined, woven 100% rayon"
id_00006638,"color is Cream navy Buttoned cuffs, unlined Lightweight, woven"
id_00006639,color is White black Crew neck Knit
id_00006640,color is Grey white Open slit sides on hemline Lightweight knit
id_00006641,"color is Peach Partially lined, invisible back zipper Lightweight, woven"
id_00006642,color is Citron Partially lined Lightweight
id_00006643,"color is Cream rust Unlined, woven 100% polyester"
id_00006644,"color is Blue white Lightweight, woven 100% cotton"
id_00006645,color is Burgundy Unlined Lightweight
id_00006646,color is Heather grey Round neckline 100% modal
id_00006647,"color is Black blue Unlined, woven 100% rayon"
id_00006648,"color is Black pink Knit, fully lined Shell 1: 100% polyester; Shell 2: 100% cotton"
id_00006649,"color is Medium denim Dual buttoned flap chest pockets, back welt pockets Unlined, woven"
id_00006650,"color is Black ivory Midweight, woven Fully lined, open front"
id_00006651,"color is Black Unlined, button closures Lightweight, woven"
id_00006652,"color is Heather grey Fully lined, lightweight Long sleeves"
id_00006653,"color is Black white Unlined 97% polyester, 3% spandex"
id_00006654,color is Taupe Unlined Lightweight knit
id_00006655,color is Cream navy Lightweight knit 100% rayon
id_00006656,color is Ivory blue Partially lined Woven
id_00006657,color is Black Lightweight 100% rayon
id_00006658,"color is Black ivory Ribbed trim, unlined Lightweight, woven"
id_00006659,"color is Cream grey Concealed side zipper Woven, unlined"
id_00006660,"color is Black 100% cotton 16"" full length, 9"" length of trim, 36"" chest, 36"" waist"
id_00006661,color is Olive Unlined Woven
id_00006662,"color is Pale banana  20"" approx. length from high point shoulder to hem, 38"" chest, 38"" waist Measured from Small "
id_00006663,color is Cream peach Partially lined Woven
id_00006664,"color is Ivory mauve Lightweight, woven Unlined"
id_00006665,"color is Navy jade Unlined Lightweight, woven"
id_00006666,"color is Navy cream Lightweight, woven Fully lined, exposed back zipper"
id_00006667,"color is Blue multi Unlined, woven 100% rayon"
id_00006668,"color is Blush Lightweight, woven Unlined"
id_00006669,"color is Black cream Unlined Lightweight, woven"
id_00006670,color is Black Lightweight Partially lined
id_00006671,"color is Navy black Knit 50% cotton, 50% modal"
id_00006672,"color is Medium denim Midweight, woven 100% cotton"
id_00006673,"color is Heather grey black Lightweight knit 54% cotton, 42% rayon, 4% spandex"
id_00006674,color is Black Round neckline Knit
id_00006675,color is Burgundy Knit Lightweight
id_00006676,"color is Blue white Unlined Lightweight, woven"
id_00006677,"color is Black cream Chiffon cami slip layer, woven Shell: 100% rayon; Lining: 100% polyester"
id_00006678,"color is Royal Lightweight 96% cotton, 4% elastane"
id_00006679,"color is Black rust Fully lined, woven 100% rayon"
id_00006680,"color is Navy multi Elasticized waist, unlined Lightweight, woven"
id_00006681,"color is White multi Semi-sheer, short sleeves Round neckline"
id_00006682,"color is Cream black Knit 50% cotton, 50% modal"
id_00006683,"color is Black Lightweight knit 40% nylon, 30% rayon, 30% cotton"
id_00006684,color is Cream black Raw-cut armholes Knit
id_00006685,color is Cream Lightweight 100% acrylic
id_00006686,"color is Black white 77% polyester, 18% rayon, 5% spandex 20"" full length, 36"" chest, 36"" waist"
id_00006687,"color is Mustard Lightweight knit 61% cotton, 39% polyester"
id_00006688,color is Olive Lightweight knit Slanted side pockets
id_00006689,"color is Cream Unlined, woven Round neckline, darted bust"
id_00006690,"color is Purple pink Medium weight, fully lined Long sleeves, flap front pockets"
id_00006691,"color is Black Concealed back zipper Woven, partially lined"
id_00006692,color is Mustard Unlined Lightweight
id_00006693,color is Heather grey black Lightweight knit Ribbed trim
id_00006694,color is Cream Unlined Lightweight
id_00006695,"color is Taupe Lightweight, woven Unlined"
id_00006696,color is Brown ivory Midweight Round neckline
id_00006697,"color is Heather grey Elastic waist and ankles 78% cotton, 22% polyester"
id_00006698,"color is White Fully lined, woven 100% cotton"
id_00006699,"color is Blue 28.5"" approx. length from bust to hem, 35"" chest, 24"" waist Measured from Small"
id_00006700,"color is Black cream Sleeveless, lightweight knit 66% rayon, 30% cotton, 4% spandex"
id_00006701,"color is Oatmeal 19"" approx. length from high point shoulder to hem, 40"" chest, 40"" waist, 6"" sleeve length from high point shoulder Measured from Small"
id_00006702,"color is Beige Lightweight 90% acrylic, 10% wool"
id_00006703,"color is White coral Woven, short sleeves Basic collar, chest back pocket"
id_00006704,"color is Black cream  32"" approx. length from high point shoulder to hem, 32"" chest, 28"" waist  Measured from Small "
id_00006705,"color is Black taupe Unlined, woven 100% rayon"
id_00006706,"color is Navy white Elasticized back, unlined Lightweight"
id_00006707,"color is Lavender Lightweight 95% viscose, 5% elastane"
id_00006708,"color is Pink Unlined Lightweight, woven"
id_00006709,"color is Cream neon yellow  23"" approx. length from high point shoulder to hem, 38"" chest, 46"" waist Measured from Small "
id_00006710,"color is Charcoal taupe 72% rayon, 22% polyester, 6% spandex 52.5"" full length, 42"" chest, 42"" waist"
id_00006711,"color is Denim black Unlined, curved hem Woven"
id_00006712,"color is Rust Invisible back zipper Lightweight, woven"
id_00006713,"color is Pink Adjustable straps Shell: 63% polyester, 31% cotton, 6% spandex; Trim: 100% cotton"
id_00006714,"color is Cream Fully lined, lightweight Shell 1 & Lining: 100% polyester; Shell 2: 62% polyester, 35% rayon, 3% spandex"
id_00006715,"color is Cream multi Invisible back zipper Fully lined, woven"
id_00006716,"color is Oatmeal black Lightweight knit 77% cotton, 23% polyester"
id_00006717,"color is Cream Lightweight knit 95% rayon, 5% spandex"
id_00006718,color is Black Lightweight knit Long sleeves
id_00006719,color is Tomato Concealed side zipper Lightweight
id_00006720,"color is Navy cream Concealed back zipper, round neckline Partially lined, lightweight"
id_00006721,"color is Purple Unlined 56% polyester, 44% rayon"
id_00006722,color is White Dropped hem Lightweight
id_00006723,"color is Cream black Lightweight, woven 100% cotton"
id_00006724,"color is Cream Adjustable straps, fully lined Lightweight knit"
id_00006725,"color is Black white Medium weight, knit 67% acrylic, 23% polyester, 5% cotton, 3% viscose, 2% wool"
id_00006726,"color is Teal 99% rayon, 4% spandex 22"" - 35"" full length, 36"" chest, 36"" waist, 5"" sleeve length"
id_00006727,color is Black Self-tie neckline Knit
id_00006728,"color is Pink grey Unlined, woven 100% rayon"
id_00006729,"color is White Woven 98% cotton, 2% spandex"
id_00006730,color is Dark blue Partially lined Lightweight
id_00006731,"color is Light blue Lightweight knit 87% cotton, 13% linen"
id_00006732,color is Navy Buttoned 3/4 sleeves Unlined
id_00006733,"color is Black silver Round neckline, exposed back zipper Fully lined, woven"
id_00006734,"color is Mauve Lightweight knit 52% acrylic, 48% nylon"
id_00006735,color is Cream Unlined Woven
id_00006736,"color is Dark grey Unlined Medium weight, woven"
id_00006737,"color is Black Lightweight knit 66% polyester, 33% rayon, 1% spandex"
id_00006738,"color is Red Raw-cut hemline, lightweight 52% polyester, 35% cotton, 13% rayon"
id_00006739,color is Wine Lightweight knit Fully lined
id_00006740,"color is Heather grey brown Lightweight 59% cotton, 41% polyester"
id_00006741,"color is Black cream Fully lined Lightweight, woven"
id_00006742,"color is Grey Knit 50% polyester, 45% rayon, 5% spandex"
id_00006743,color is Ivory black Lightweight Unlined
id_00006744,color is Ivory mint Unlined 100% rayon
id_00006745,"color is Navy red 100% cotton 20"" full length, 8.5"" inseam, 11.5"" rise, 34"" waist"
id_00006746,"color is Cream burgundy Unlined Lightweight, woven"
id_00006747,"color is Medium denim Five-pocket construction, zip fly Lightweight, woven"
id_00006747,"color is Medium denim Five-pocket construction, zip fly Lightweight, woven"
id_00006748,"color is Cream green Elasticized trim Unlined, woven"
id_00006749,"color is Black white Knit Slant front pockets, concealed zip back pocket"
id_00006750,"color is Olive black Unlined, woven 100% rayon"
id_00006751,color is Salmon Unlined Woven
id_00006752,"color is Black red Unlined Lightweight, woven"
id_00006753,"color is Cream black Lightweight knit Crew neck, ribbed trim"
id_00006754,"color is Heather grey Lightweight 69% cotton, 20% polyester, 11% rayon"
id_00006755,"color is Black Stretch knit, fully lined 68% polyester, 27% rayon, 5% spandex"
id_00006756,color is Black Knit 100% rayon
id_00006757,"color is Black pink Lightweight, woven Unlined"
id_00006758,"color is Denim Unlined Lightweight, woven"
id_00006759,"color is Peacock Lightweight, unlined 62% polyester, 33% cotton, 5% spandex"
id_00006760,color is Rust Unlined 100% rayon
id_00006761,color is Blue navy Unlined Lightweight knit
id_00006762,"color is Black silver Concealed back zipper, lightweight Woven, unlined"
id_00006763,"color is Mustard Shell 1: 100% cotton; Shell 2: 97% cotton, 3% spandex 10.5"" full length, 2.25"" inseam, 11"" rise, 28"" waist"
id_00006764,color is Grey Lightweight knit 100% cotton
id_00006765,color is Olive brown Lightweight Zip & snap-button fly
id_00006766,"color is Cream black Fully lined Exposed back zipper, adjustable straps"
id_00006767,"color is Gold black Fully lined, stretch knit Lightweight"
id_00006768,"color is Taupe Lightweight 77% viscose, 33% polyester"
id_00006769,color is Aqua Lightweight Short sleeves
id_00006770,"color is Cream coral 34"" approx. length from high point shoulder to hem, 36"" chest, 24"" waist Measured from Small"
id_00006771,color is Black Lightweight Unlined
id_00006772,"color is Red Lightweight, stretch knit Unlined"
id_00006773,color is Black Fully lined Midweight
id_00006774,color is Light blue Unlined Lightweight knit
id_00006775,color is Pink Lightweight knit 100% cotton
id_00006776,color is Light denim Zip fly Woven
id_00006777,color is Cream Semi-sheer Lightweight
id_00006778,color is Cream Lightweight Unlined
id_00006779,color is Brown Longline silhouette Lightweight
id_00006780,"color is Light pink Unlined, woven 100% rayon"
id_00006781,"color is White black Round neckline, lightweight 60% cotton, 40% polyester"
id_00006782,"color is Heather grey Unlined, ribbed trim Lightweight"
id_00006783,"color is Dark denim Buttoned cuffs Lightweight, woven"
id_00006784,"color is Cream On-seam pockets, fully lined Lightweight knit"
id_00006785,"color is Navy cream 56"" approx. length from bust to hem, 36"" chest, 24"" waist Measured from Small"
id_00006786,"color is Cream Partially lined Lightweight, woven"
id_00006787,"color is Charcoal heather  29"" approx. length from high point shoulder to hem, 42"" chest, 42"" waist, 9"" sleeve length from high point shoulder  Measured from Medium "
id_00006788,color is Black white Spaghetti straps Unlined
id_00006789,"color is Black blue Lightweight Shell 1: 69% polyester, 27% rayon, 4% spandex; Shell 2 & Lining: 100% polyester"
id_00006790,"color is Black grey Lightweight, woven 100% cotton"
id_00006791,"color is Cream coral 17"" approx. length from high point shoulder to hem, 36"" chest, 34"" waist, 7.5"" sleeve length from high point shoulder Measured from Small"
id_00006792,"color is Cream Buttoned keyhole back, elasticized cuffs Unlined, woven"
id_00006793,color is Cream red Officially licensed product Lightweight knit
id_00006794,"color is Black black Unlined Lightweight, woven"
id_00006795,"color is Pepper green 32"" approx. length from high point shoulder to hem, 32"" chest, 26"" waist Measured from Small"
id_00006796,"color is Cream black Unlined Shell 1: 70% cotton, 30% polyester; Shell 2: 100% cotton"
id_00006797,"color is Pink Lightweight 63% acrylic, 37% nylon"
id_00006798,"color is Beige Lightweight, woven Unlined, slant pockets"
id_00006799,color is Heather grey Lightweight Knit
id_00006800,"color is Mauve Lightweight knit 63% cotton, 37% rayon"
id_00006801,"color is Dark purple Lightweight, fully lined Woven"
id_00006802,"color is Blue black Invisible side zipper Unlined, knit"
id_00006803,"color is Ivory red Elasticized cuffs, 3/4 sleeves Unlined, lightweight"
id_00006804,color is Light grey Woven Zip fly
id_00006805,"color is Rust Elasticized neckline, partially lined Lightweight, woven"
id_00006806,"color is Navy Lightweight, woven Unlined, button-down back"
id_00006807,"color is Heather grey navy Lightweight knit 61% cotton, 39% polyester"
id_00006808,"color is Black Fully lined Lightweight, woven"
id_00006809,"color is Eggplant Lightweight knit 93% polyester, 7% spandex"
id_00006810,"color is Denim washed Unlined Lightweight, woven"
id_00006811,"color is Navy red Unlined, woven 100% rayon"
id_00006812,color is Cream blue Woven 100% cotton
id_00006813,"color is Black rust Adjustable straps Woven, unlined"
id_00006814,"color is Taupe grey Lightweight knit 72% cotton, 28% polyester"
id_00006815,"color is Ivory black Semi-sheer Lightweight, unlined"
id_00006816,"color is Black Concealed back zipper, unlined Lightweight, woven"
id_00006817,color is Grey Unlined Woven
id_00006818,"color is Heather grey Lightweight knit Elasticized drawstring waist, slant pockets"
id_00006819,"color is Denim washed Officially licensed product Lightweight, woven"
id_00006820,"color is Navy cream 100% cotton 29.5"" full length, 40"" chest, 40"" waist"
id_00006821,"color is Cream multi Adjustable straps, elasticized back Unlined, woven"
id_00006822,"color is Grey charcoal 27.5"" approx. length from high point shoulder to hem, 42"" chest, 42"" waist, 25"" sleeve length from high point shoulder Measured from Small"
id_00006823,"color is Navy cream Lightweight, woven Unlined"
id_00006824,color is Navy blue Unlined Woven
id_00006825,"color is Black cream Metal bead-tipped drawstring, unlined Lightweight"
id_00006826,"color is Red Lightweight 53% cotton, 47% polyester"
id_00006827,"color is Cream black Lightweight 59% cotton, 41% polyester"
id_00006828,"color is White Unlined Lightweight, woven"
id_00006829,"color is Indigo Lightweight, woven 100% cotton"
id_00006830,"color is Olive heather grey Lightweight, unlined Jetted back pockets"
id_00006831,"color is Cream Elasticized trim, unlined Lightweight, woven"
id_00006832,"color is Black pink 14"" approx. length from waist to hem, 26"" waist Measured from Small"
id_00006833,"color is Burgundy Partially lined Lightweight, woven"
id_00006834,"color is Light blue pink Invisible side zipper, unlined Lightweight, woven"
id_00006835,"color is Cream green Fully lined Lightweight, woven"
id_00006836,"color is Black pink Unlined, round neckline Lightweight, woven"
id_00006837,"color is Navy On-seam side pockets, partially lined Midweight, woven"
id_00006838,"color is Black cocoa Woven, unlined Lightweight"
id_00006839,color is Teal Partially lined 100% polyester
id_00006840,"color is Black blue Lightweight knit Drawstring waist, slant pockets"
id_00006841,color is Denim washed Woven Jetted back pocket
id_00006842,color is Cream coral Unlined Lightweight
id_00006843,color is Burgundy Unlined Lightweight
id_00006844,"color is Heather grey Lightweight knit 97% rayon, 3% spandex"
id_00006845,"color is Nude Lightweight 66% cotton, 19% acrylic, 15% nylon"
id_00006846,"color is Black cream Unlined Lightweight, woven"
id_00006847,"color is Navy taupe Knit 86% linen, 14% rayon"
id_00006848,"color is Rust taupe Unlined, woven 100% rayon"
id_00006849,color is Blush Medium weight 100% cotton
id_00006850,"color is Black black Lightweight knit Shell 1: 75% acrylic, 15% nylon,10% wool; Shell 2: 100% polyester"
id_00006851,"color is Cream Fully lined, buttoned keyhole back Lightweight, woven"
id_00006852,color is Blue multi Unlined Woven
id_00006853,"color is Royal Partially lined Lightweight, woven"
id_00006854,"color is Black cream Partially lined Lightweight, woven"
id_00006855,color is Blush Unlined Lightweight knit
id_00006856,color is Olive Lightweight knit Ribbed trim
id_00006857,"color is Black red Unlined Lightweight, woven"
id_00006858,color is White Unlined Lightweight
id_00006859,"color is Charcoal black 23"" approx. length from high point shoulder to hem, 33"" chest, 33"" waist, 23.5"" sleeve length from high point shoulder Measured from Small"
id_00006860,"color is Blush Open-front 60% acrylic, 40% nylon"
id_00006861,"color is Black cream Back patch pockets Woven, unlined"
id_00006862,"color is Cream Concealed back zipper Fully lined, woven"
id_00006863,"color is Georgia peach 24"" approx. length from high point shoulder to hem, 26"" chest, 26"" waist Measured from Small"
id_00006864,"color is Heather grey Knit 90% cotton, 10% viscose"
id_00006865,"color is Pink black Lightweight knit 60% cotton, 40% modal"
id_00006866,"color is White white Unlined, semi-sheer Woven"
id_00006867,"color is Cream 100% acrylic 21"" full length, 40"" chest, 36"" waist, 5"" sleeve length"
id_00006868,"color is Black gold Lightweight, knit Adjustable straps, fully lined"
id_00006869,"color is White Unlined, 3/4 sleeves Woven"
id_00006870,"color is Charcoal Lightweight 65% polyester, 35% viscose"
id_00006871,"color is Charcoal Lightweight 65% polyester, 35% cotton"
id_00006872,"color is Black taupe Lightweight 73% rayon, 27% polyester"
id_00006873,"color is Beige green Lightweight, woven Unlined, elasticized drawstring waist"
id_00006874,"color is Royal black 25.5"" approx. length from high point shoulder to hem, 29"" chest, 23"" waist, 24"" sleeve length from high point shoulder Measured from Small"
id_00006875,"color is Black Unlined 50% cotton, 50% modal"
id_00006876,"color is Black Fully lined, open front Midweight"
id_00006877,color is Charcoal heather black Lightweight knit Ribbed trim
id_00006878,"color is Black Zip fly Lightweight, woven"
id_00006879,"color is Light denim grey Unlined Lightweight, woven & knit"
id_00006880,"color is Cream navy Knit 60% cotton, 40% polyester"
id_00006881,"color is Silver cocoa Invisible side zipper, fully lined Lightweight knit"
id_00006882,"color is Navy orange Midweight 50% viscose, 30% nylon, 20% wool"
id_00006883,"color is Mint white Partially lined, knit Shell: 100% polyester; Lining: 95% polyester, 5% spandex"
id_00006884,"color is White black Short sleeves, crew neck Knit"
id_00006885,"color is Olive Unlined, concealed back zipper Lightweight, woven"
id_00006886,"color is Heather grey Lightweight 50% cotton, 50% polyester"
id_00006887,"color is Blue white Knit 96% rayon, 4% spandex"
id_00006888,color is Cream black Unlined Lightweight
id_00006889,"color is Black Lightweight knit 65% viscose, 31% cotton, 4% polyester"
id_00006890,"color is Navy multi Sleeveless Woven, partially lined"
id_00006891,color is Red cream Short sleeves Lightweight knit
id_00006892,"color is Black white Unlined, woven 100% rayon"
id_00006893,"color is Teal Unlined Lightweight, woven"
id_00006894,"color is Grey black Round neckline, unlined Lightweight, woven"
id_00006895,color is Green black Lightweight 100% polyester
id_00006896,"color is Black Unlined, lightweight 96% polyester, 4% spandex"
id_00006897,color is Cream Partially lined Lightweight knit
id_00006898,"color is Cream Round neckline, unlined Lightweight knit"
id_00006899,"color is Black Lightweight 95% polyester, 5% spandex"
id_00006900,"color is Light green  23 - 27"" approx. length from high point shoulder to hem, 44"" chest, 44"" waist, 18"" sleeve length from high point shoulder  Measured from Small "
id_00006901,"color is Lavender Lightweight 96% rayon, 4% polyester"
id_00006902,color is White black Drawstring hood Lightweight
id_00006903,"color is Cream Fully lined, knit Elasticized back"
id_00006904,"color is Denim black 39% rayon, 35% cotton, 24% polyester, 2% spandex 25"" inseam, 28"" waist, 8"" rise"
id_00006905,"color is Light denim Unlined, woven 91% cotton, 7% rayon, 2% polyester"
id_00006906,"color is Black Lightweight, woven Partially lined, buttoned back"
id_00006907,"color is Grey 100% modal 26"" full length, 68"" chest, 68"" waist, 15"" sleeve length"
id_00006908,color is Charcoal heather Lightweight Zip fly
id_00006909,"color is Ivory black 34"" approx. length from high point shoulder to hem, 36"" chest, 34"" waist, 9"" sleeve length from high point shoulder Measured from Small"
id_00006910,"color is Black white Lightweight, unlined Exposed back zipper, knit"
id_00006911,"color is White Woven, unlined Buttoned keyhole back, sleeveless"
id_00006912,color is Coral Long sleeves Two interior jetted pockets
id_00006912,color is Coral Long sleeves Two interior jetted pockets
id_00006913,"color is Blue Unlined, woven Zip fly"
id_00006914,"color is Mint Invisible side zipper Fully lined, knit"
id_00006915,color is Black grey Zippered front with drawstring Split kangaroo patch pockets
id_00006916,"color is Heather grey rust Adjustable straps Lightweight, partially lined"
id_00006917,"color is Black cream Unlined, woven Lightweight"
id_00006918,color is Cream black Lightweight knit 100% polyester
id_00006919,"color is Charcoal black Knit 47% rayon, 37% acrylic, 16% polyester"
id_00006920,color is Grey white Lightweight knit Round neckline
id_00006921,"color is Black white Elasticized waist, slanted front pockets Unlined, woven"
id_00006922,"color is Blue multi Woven, unlined 49% ramie, 48% cotton, 3% polyester"
id_00006923,"color is Black orange Unlined Lightweight, woven"
id_00006924,color is Navy cream Round neckline Lightweight knit
id_00006925,"color is Seafoam Fully lined, woven Round neckline"
id_00006926,"color is Light blue Unlined Lightweight, woven"
id_00006927,color is Sage Partial buttoned back Unlined
id_00006928,color is Cream Lightweight Fully lined
id_00006929,"color is Heather grey Lightweight 60% cotton, 40% polyester"
id_00006930,color is White Lightweight knit 100% cotton
id_00006931,color is Blue cream Knit 100% linen
id_00006932,color is Cream black Open-knit Lightweight
id_00006933,color is Black Lightweight knit Elasticized drawstring waist & cuffs
id_00006934,"color is Cream black Lightweight, partially lined Woven"
id_00006935,"color is Blush Long sleeves, fully lined Lightweight"
id_00006936,"color is Black Partially lined 89% polyester, 7% rayon, 4% spandex"
id_00006937,"color is Olive Lightweight knit 51% cotton, 49% polyester"
id_00006938,"color is White black Knit 50% cotton, 50% modal"
id_00006939,"color is Cream blue Unlined, woven 100% rayon"
id_00006940,"color is Ivory blue Woven, partially lined Shell: 95% cotton, 4% polyester, 1% modal; Lining: 100% cotton"
id_00006941,"color is Rust yellow Lightweight knit 83% acrylic, 10% nylon, 7% wool"
id_00006942,"color is Cream Concealed side zipper, partially lined Lightweight, woven"
id_00006943,color is Hot pink Square neckline Lightweight
id_00006944,"color is Cream Partially lined, buttoned front Lightweight, woven"
id_00006945,"color is Dusty pink Unlined, woven Adjustable straps"
id_00006946,color is Black grey Round neckline Lightweight knit
id_00006947,"color is Cream Unlined Lightweight, woven"
id_00006948,"color is Cream black Lightweight knit Round neckline, long sleeves"
id_00006949,color is Rust Unlined Woven
id_00006950,"color is Blush Unlined, woven 100% polyester"
id_00006951,"color is Black pink Unlined, woven Round neckline"
id_00006952,"color is Taupe Unlined, lightweight Round neckline"
id_00006953,"color is Black Unlined, sheer Woven"
id_00006954,"color is Heather grey Unlined 95% rayon, 5% spandex"
id_00006955,color is Black white Lightweight 100% acrylic
id_00006956,"color is Black mustard Elasticized cuffs, partially lined Lightweight"
id_00006957,"color is Black grey Medium weight, knit 61% cotton, 39% polyester"
id_00006958,color is Cream black Unlined Woven
id_00006959,"color is Denim washed Lightweight, woven Zip fly"
id_00006960,color is Mustard Round neckline Knit
id_00006961,"color is Cream V-neckline, unlined Lightweight knit"
id_00006962,"color is Cream Zip fly Lightweight, woven"
id_00006963,"color is Navy Lightweight knit 60% cotton, 40% polyester"
id_00006964,"color is Black purple Unlined, lightweight knit 96% polyester, 4% spandex"
id_00006965,"color is Cream 37"" approx. length from high point shoulder to hem, 43"" chest, 46"" waist, 25.5"" sleeve length from high point shoulder Measured from Small"
id_00006966,"color is White 81% rayon, 17% polyester, 2% spandex 14.75"" full length, 28"" chest, 27"" waist"
id_00006967,"color is Denim washed Lightweight, woven 88% cotton, 10% rayon, 2% polyester"
id_00006968,"color is Blue white Zip fly, partially lined Lightweight, woven"
id_00006969,"color is Blue red 8.5"" approx. length from high point shoulder to hem, 29"" chest, 24"" waist Measured from Small"
